lv1,lv2,lv3,lv4,lv5,lv6,id
,,,Laden,,,39107
,,,Schlafzimmer,,,39108
,,,Speisezimmer,,,39109
,,,Sonstige,,,39110
,,Lampen & Leuchten,,,,30617
,,,Antike Originale vor 1945,,,125795
,,,,Art-Déco-Lampen,,30618
,,,,Decken-& Hängelampen,,30619
,,,,Historismus-Lampen,,30620
,,,,Jugendstil-Lampen,,30621
,,,,Leuchter & Kandelaber,,30622
,,,,Lüster & Kronleuchter,,30623
,,,,Petroleumlampen,,30624
,,,,Stehlampen,,30625
,,,,Tischlampen,,30626
,,,,Wandlampen,,30627
,,,,Sonstige,,7492
,,,Gefertigt nach 1945,,,125796
,,,,Art Déco-Lampen,,138821
,,,,Decken- & Hängelampen,,125797
,,,,Historismus-Lampen,,138822
,,,,Jugendstil-Lampen,,138823
,,,,Kronleuchter & Lüster,,161064
,,,,Leuchter & Kandelaber,,125798
,,,,Petroleumlampen,,125799
,,,,Stehlampen,,125800
,,,,Tischlampen,,125801
,,,,Wandlampen,,125802
,,,,Sonstige,,30628
,,Regale,,,,125803
,,,Antike Originale vor 1945,,,125804
,,,Stilmöbel nach 1945,,,39115
,,Schränke,,,,39116
,,,Antike Originale vor 1945,,,125805
,,,,Anrichten & Buffets,,39117
,,,,Bücherschränke,,39118
,,,,Kleiderschränke,,39119
,,,,Küchenschränke,,40689
,,,,Vertikos,,39120
,,,,Vitrinen,,39121
,,,,Wandschränke,,39122
,,,,Wohnzimmerschränke,,40690
,,,,Sonstige,,7494
,,,Stilmöbel nach 1945,,,125806
,,,,Anrichten & Buffets,,125807
,,,,Bücherschränke,,125808
,,,,Kleiderschränke,,125809
,,,,Küchenschränke,,125810
,,,,Vertikos,,125811
,,,,Vitrinen,,125812
,,,,Wandschränke,,125813
,,,,Wohnzimmerschränke,,125814
,,,,Sonstige,,125815
,,Schreibmöbel,,,,125816
,,,Antike Originale vor 1945,,,125817
,,,Stilmöbel nach 1945,,,7495
,,Sekretäre,,,,125818
,,,Antike Originale vor 1945,,,125819
,,,Stilmöbel nach 1945,,,64307
,,Sitzmöbel,,,,39123
,,,Antike Originale vor 1945,,,125820
,,,,Hocker,,39124
,,,,Schaukelstühle,,39125
,,,,Sessel,,39126
,,,,Sitzbänke,,39127
,,,,Sofas,,39128
,,,,Stühle,,64308
,,,,,Einzeln,39129
,,,,,Sets,64309
,,,,Sonstige,,7496
,,,Stilmöbel nach 1945,,,125821
,,,,Hocker,,125822
,,,,Schaukelstühle,,125823
,,,,Sessel,,125824
,,,,Sitzbänke,,125825
,,,,Sofas,,125826
,,,,Stühle,,125827
,,,,,Einzeln,125828
,,,,,Sets,125829
,,,,Sonstige,,125830
,,Spiegel & Rahmen,,,,72625
,,,Spiegel,,,81929
,,,,Antike Originale vor 1945,,21582
,,,,Objekte nach 1945 / Repro,,72626
,,,Rahmen,,,125831
,,,,Antike Originale vor 1945,,72627
,,,,Objekte nach 1945 / Repro,,125832
,,Tische,,,,57612
,,,Antike Originale vor 1945,,,125833
,,,,Beistelltische,,57613
,,,,Esstische,,167400
,,,,,Buche,167401
,,,,,Eiche,167402
,,,,,Nussbaum,167403
,,,,,Sonstige,57614
,,,,Konsolen,,57617
,,,,Spieltische,,57616
,,,,Wohnzimmertische,,57618
,,,,Sonstige,,7498
,,,Stilmöbel nach 1945,,,125834
,,,,Beistelltische,,167404
,,,,,Buche,167405
,,,,,Eiche,167406
,,,,,Nussbaum,167407
,,,,,Sonstige,125835
,,,,Esstische,,125836
,,,,Konsolen,,125837
,,,,Spieltische,,125838
,,,,Wohnzimmertische,,125839
,,,,Sonstige,,125840
,,Truhen,,,,92984
,,,Antike Originale vor 1945,,,39130
,,,Stilmöbel nach 1945,,,92985
,,Uhren,,,,34431
,,,Antike Originale vor 1950,,,125841
,,,,Bilderuhren,,34432
,,,,Figurenuhren,,34433
,,,,Kaminuhren,,34434
,,,,Standuhren,,34436
,,,,Tischuhren,,34437
,,,,Wanduhren,,81933
,,,,Sonstige,,33135
,,,Gefertigt nach 1950,,,125842
,,,,Kaminuhren,,125843
,,,,Standuhren,,125844
,,,,Tischuhren,,125845
,,,,Wanduhren,,125846
,,,,Sonstige,,125847
,,Vitrinenobjekte / Objets d'art,,,,25775
,,,Antike Originale vor 1945,,,125849
,,,,Brieföffner,,25776
,,,,Dosen & Tabatieren,,25777
,,,,Petschaften & Siegel,,25778
,,,,Schreibtischgarnituren,,25779
,,,,Sonstige Zierobjekte,,25780
,,,Gefertigt nach 1945,,,125850
,,,,Brieföffner,,125851
,,,,Dosen & Tabatieren,,125852
,,,,Petschaften & Siegel,,125853
,,,,Schreibtischgarnituren,,125854
,,,,Sonstige Zierobjekte,,125855
,,Sonstige,,,,1209
,Musikinstrumente,,,,,181726
,,Blasinstrumente,,,,21584
,,,Holzblasinstrumente,,,37977
,,,Blechblasinstrumente,,,156320
,,Mechanische Musik,,,,26511
,,,Grammophone,,,26512
,,,Orgeln,,,26513
,,,Phonographen,,,26514
,,,Spieldosen & Spieluhren,,,26515
,,,Sonstige,,,21588
,,Streich- & Zupfinstrumente,,,,181727
,,Schlaginstrumente,,,,37976
,,Tasteninstrumente,,,,37975
,,Sonstige,,,,21595
,Nautika & Maritimes,,,,,34439
,,Antike Originale,,,,37092
,,Kunst,,,,37093
,,Maritime Dekoration,,,,37094
,,,Bootsmannspfeifen,,,37095
,,,Buddelschiffe,,,37096
,,,Bullaugen,,,37097
,,,Fischernetze,,,37098
,,,Knotentafeln,,,37099
,,,Lampen & Leuchten,,,37100
,,,Leuchttürme,,,37101
,,,Messingschilder,,,37102
,,,Muscheln,,,58870
,,,Rettungsringe,,,58871
,,,Schiffsmodelle,,,34440
,,,Schiffsglocken,,,37103
,,,Steuerräder,,,37104
,,,Taucherhelme,,,37105
,,,Sonstige,,,37106
,,Technik & Instrumente,,,,37107
,,,Barometer,,,37108
,,,Chronometer,,,37109
,,,Hygrometer,,,37110
,,,Glasenuhren,,,37111
,,,Kalender,,,37112
,,,Kompasse,,,34441
,,,Nebelhörner,,,37113
,,,Sextanten,,,34442
,,,Teleskope,,,34443
,,,Thermometer,,,37114
,,,Wettergläser,,,37115
,,,Sonstige,,,7524
,,Sonstige,,,,1521
,Periodika & Kataloge,,,,,182413
,,Kataloge,,,,160046
,,,Auktionskataloge,,,44556
,,,Versandhauskataloge,,,160047
,,,Sonstige,,,160048
,,Zeitschriften,,,,58812
,,,Vor 1800,,,58813
,,,1800-1899,,,58814
,,,1900-1918,,,58815
,,,1919-1945,,,58816
,,,Ab 1945,,,58817
,,Zeitungen,,,,92956
,,,Vor 1800,,,92957
,,,1800-1899,,,92958
,,,1900-1918,,,92959
,,,1919-1945,,,92960
,,,Ab 1945,,,92961
,Plakate,,,,,60432
,,Vor 1925,,,,135754
,,,Originale der Zeit,,,9795
,,,Reprint / Nachdruck,,,135755
,,1925-1949,,,,135749
,,,Originale der Zeit,,,9796
,,,Reprint / Nachdruck,,,135750
,,1950-1975,,,,135756
,,,Originale der Zeit,,,9797
,,,Reprint / Nachdruck,,,135757
,,1976-1999,,,,9798
,,Ab 2000,,,,135751
,Porzellan & Keramik,,,,,7499
,,Porzellan,,,,64319
,,,Nach Form & Funktion,,,19415
,,,,Andenken-Porzellan,,39131
,,,,"Dosen, Töpfe & Zierschalen",,24201
,,,,Durchbrucharbeiten,,24202
,,,,Figuren,,157645
,,,,,Allegorien,24203
,,,,,Tiere,474
,,,,,Volksfiguren,24204
,,,,Fingerhüte,,24205
,,,,Kaffee- & Teegeschirr,,19417
,,,,Küchen-& Wirtschaftsartikel,,39133
,,,,Leuchter & Kandelaber,,39134
,,,,Rauchverzehrer,,39135
,,,,Sammelgedecke,,39136
,,,,Sammelglocken,,24209
,,,,Sammelkrüge,,24210
,,,,Sammeltassen,,39137
,,,,Sammlerservice,,24214
,,,,Sammel- & Zierteller,,24211
,,,,Serviceteile,,167408
,,,,,Kannen,167409
,,,,,Saucieren,167410
,,,,,Schalen,167411
,,,,,Schüsseln,167412
,,,,,Tassen,167413
,,,,,Teller,167414
,,,,,Sonstige,19418
,,,,Spardosen,,24216
,,,,Speisegeschirr,,19419
,,,,Speise- & Fischservice,,19420
,,,,"Vasen, Töpfe & Dosen",,19421
,,,,Wasch- & Toilettenservice,,39140
,,,,Zier- & Prunkgefäße,,39141
,,,,Zierporzellan & Figürliches,,19416
,,,,Sonstige,,7508
,,,Nach Marke & Herkunft,,,19422
,,,,Arzberg,,39142
,,,,Asiatisches Porzellan,,30643
,,,,Augarten,,122995
,,,,Bing & Gröndahl,,19423
,,,,Böhmisches Porzellan,,30644
,,,,Dresden,,7513
,,,,Frankenthal,,19424
,,,,Fürstenberg,,12795
,,,,Goebel,,7514
,,,,Hummel,,31077
,,,,Hutschenreuther,,70118
,,,,,Geschirr,70119
,,,,,Figuren & Dekoration,70120
,,,,,Sonstige,7500
,,,,Höchst,,19425
,,,,Herend,,2803
,,,,KPM - Berlin,,7501
,,,,Royal KPM,,37536
,,,,Kahla,,33198
,,,,Langenthal,,122996
,,,,Lilienthal,,122997
,,,,Limoges,,19426
,,,,Lindner,,88472
,,,,Ludwigsburg,,30645
,,,,Meissen,,70121
,,,,,Geschirr,70122
,,,,,Figuren & Dekoration,70123
,,,,,Sonstige,7502
,,,,Melitta,,7503
,,,,Nymphenburg,,12796
,,,,Rosenthal,,7504
,,,,Royal Copenhagen,,7505
,,,,Royal Dux,,19427
,,,,Sorau,,39143
,,,,Schlesisches Porzellan,,30646
,,,,Thüringen,,7516
,,,,Wiener Porzellan,,12797
,,,,Zeh Scherzer,,26516
,,,,Sonstige,,7517
,,,Nach Stil & Epoche,,,19428
,,,,1700-1800,,19429
,,,,Biedermeier (1800-1850),,19430
,,,,Historismus (1850-1889),,19431
,,,,Jugendstil (1890-1919),,19432
,,,,Art Déco (1920-1949),,19433
,,,,50er- & 60er-Jahre,,19434
,,,,Zeitgenössisches Porzellan,,19435
,,,Populäre Dekore & Formen,,,24181
,,,,China-Blau,,24182
,,,,Delfter Malerei,,24183
,,,,Indisch-Blau & Strohblume,,24184
,,,,Rosendekor,,24185
,,,,Streublume & Streublümchen,,24186
,,,,Zwiebelmuster,,24187
,,,,Sonstige,,47452
,,Keramik,,,,60913
,,,Nach Form & Funktion,,,19385
,,,,Andenkenkeramik,,2756
,,,,Dosen & Zierschalen,,24333
,,,,Figürliche Keramik,,7488
,,,,Figuren:Tiere,,24335
,,,,Figuren: Gilde Clown,,24336
,,,,Fliesen & Kacheln,,19386
,,,,Humpen & Trinkgefäße,,19387
,,,,Kerzenhalter & Tischlichter,,24338
,,,,Sammelglocken,,24339
,,,,Sammelkrüge,,24340
,,,,Sammelteller,,24341
,,,,Sammeltassen,,24342
,,,,Sammlerservice,,24344
,,,,Salz- & Pfefferstreuer,,24345
,,,,Spardosen,,24347
,,,,Übertöpfe,,24348
,,,,"Krüge, Kannen & Flaschen",,19388
,,,,"Platten, Teller & Schalen",,7489
,,,,"Vasen, Töpfe & Dosen",,7490
,,,,Wandmasken,,24350
,,,,Wandteller & Zierteller,,24351
,,,,Wandvasen,,1240
,,,,Sonstige,,2203
,,,Nach Marke & Herkunft,,,19375
,,,,Bonner Keramik,,157693
,,,,,Franz Anton Mehlem,157694
,,,,,Ludwig Wessel,157695
,,,,,Sonstige,157696
,,,,Bunzlau,,19376
,,,,Englische Keramik,,19377
,,,,Französische Keramik,,19378
,,,,Westerwald,,19379
,,,,Delft & Niederlande,,19380
,,,,Italienische Majolika,,19381
,,,,Hafnerware & Bäuerl. Keramik,,19382
,,,,Karlsruher Majolika,,125848
,,,,Rheinisches Steinzeug,,161065
,,,,,Frechen,161066
,,,,,Köln,161067
,,,,,Siegburg,158575
,,,,,Sonstige,161068
,,,,Schramberg,,40687
,,,,Skandinavische Keramik,,19383
,,,,Villeroy & Boch-Steingut,,7506
,,,,Wächtersbach,,30616
,,,,Sonstige,,19384
,,,Nach Stil & Epoche,,,19389
,,,,Vor 1800,,64521
,,,,1800-1860,,19390
,,,,Historismus,,19391
,,,,Jugendstil,,19392
,,,,Art Déco,,19393
,,,,50er- & 60er-Jahre,,19394
,,,,Zeitgenössische Keramik,,19395
,Restaurierungsbedarf,,,,,167464
,,Beschläge,,,,167465
,,Griffe & Klinken,,,,167466
,,Holzwaren,,,,167467
,,Schlösser,,,,167468
,,Sonstige,,,,60943
,Volkskunst,,,,,19436
,,Erzgebirge,,,,33199
,,,Antike Originale vor 1945,,,122998
,,,,Adventsleuchter,,122999
,,,,Baumbehang,,123000
,,,,Blumenkinder,,123001
,,,,Engel & Bergmann,,123002
,,,,Fensterschmuck,,123003
,,,,Leuchter,,123004
,,,,Lichterhäuser,,123005
,,,,Nussknacker,,123006
,,,,Osterartikel,,123007
,,,,Pyramiden,,123008
,,,,Räuchermänner,,123009
,,,,Schwibbögen & Lichterbögen,,123010
,,,,Spieluhren & -dosen,,123011
,,,,Spielzeug,,123012
,,,,Weihnachtsfiguren,,123013
,,,,Weihnachtskrippen,,123014
,,,,Sonstige,,72628
,,,Objekte nach 1945,,,123015
,,,,Adventsleuchter,,33200
,,,,Baumbehang,,33201
,,,,Blumenkinder,,33202
,,,,Engel & Bergmann,,33203
,,,,Fensterschmuck,,33206
,,,,Leuchter,,33207
,,,,Lichterhäuser,,33208
,,,,Nussknacker,,33209
,,,,Osterartikel,,33210
,,,,Pyramiden,,33211
,,,,Räuchermänner,,33212
,,,,Schwibbögen & Lichterbögen,,33213
,,,,Spieluhren & -dosen,,33214
,,,,Spielzeug,,33215
,,,,Weihnachtsfiguren,,33216
,,,,Weihnachtskrippen,,33204
,,,,Sonstige,,7522
,,Religiöse Volkskunst,,,,25785
,,,Anhänger & Pilgermedaillen,,,135759
,,,,Antike Originale vor 1945,,19438
,,,,Objekte nach 1945,,135769
,,,Ikonen,,,135760
,,,,Antike Originale vor 1945,,19439
,,,,Objekte nach 1945,,135770
,,,Judaica,,,135761
,,,,Antike Originale vor 1945,,19440
,,,,Objekte nach 1945,,135771
,,,Kirchliches Gerät & Inventar,,,135762
,,,,Antike Originale vor 1945,,19441
,,,,Objekte nach 1945,,135772
,,,Klosterarbeiten,,,135763
,,,,Antike Originale vor 1945,,19442
,,,,Objekte nach 1945,,135773
,,,Krippen & Krippenfiguren,,,135764
,,,,Antike Originale vor 1945,,25790
,,,,Objekte nach 1945,,135774
,,,Rel. Andenken & Mitbringsel,,,135765
,,,,Antike Originale vor 1945,,19443
,,,,Objekte nach 1945,,135775
,,,Rosenkränze,,,135766
,,,,Antike Originale vor 1945,,19437
,,,,Objekte nach 1945,,135776
,,,Skulpturen & Kruzifixe,,,135767
,,,,Antike Originale vor 1945,,19444
,,,,Objekte nach 1945,,135777
,,,Votivbilder & Sakralmalerei,,,135768
,,,,Antike Originale vor 1945,,19445
,,,,Objekte nach 1945,,135778
,,,Sonstige,,,19446
,,Volkskunst,,,,25787
,,,Antike Volkskunst,,,72630
,,,Trachten & Accessoires,,,25788
,,,Sonstige,,,33217
,Silber,,,,,19398
,,"Silber, 800er- 925er",,,,19399
,,,Objekte vor 1945,,,115287
,,,,Bestecke,,115288
,,,,Beleuchtung,,115289
,,,,Dosen & Büchsen,,125856
,,,,Kaffee- & Teegeschirr,,115290
,,,,Kirchensilber,,115291
,,,,Serviettenringe & -halter,,125857
,,,,Schalen & Körbe,,125858
,,,,Tafelsilber,,115292
,,,,Trink- & Gießgefäße,,115293
,,,,Zier- & Vitrinenobjekte,,115294
,,,,Sonstige,,115295
,,,Objekte nach 1945,,,115296
,,,,"Bestecke, komplett",,19400
,,,,Besteck-Einzelteile,,19409
,,,,Dosen & Büchsen,,19401
,,,,Kaffee- & Teegeschirr,,19403
,,,,Kirchensilber,,19404
,,,,Leuchter & Kandelaber,,19405
,,,,Serviettenringe & -halter,,39144
,,,,Schalen & Aufbewahrung,,60944
,,,,Tafelsilber,,1215
,,,,Trink- & Gießgefäße,,19402
,,,,Zier- & Vitrinenobjekte,,39145
,,,,Sonstige,,19406
,,Silberauflage / Versilbertes,,,,19407
,,,Objekte vor 1945,,,115297
,,,,Bestecke,,115298
,,,,Beleuchtung,,115299
,,,,Dosen & Büchsen,,125859
,,,,Kaffee- & Teegeschirr,,115300
,,,,Kirchensilber,,115301
,,,,Tafelsilber,,115302
,,,,Trink- & Gießgefäße,,115303
,,,,Zier- & Vitrinenobjekte,,115304
,,,,Sonstige,,115305
,,,Objekte ab 1945,,,115306
,,,,"Bestecke, komplett",,42716
,,,,Besteck-Einzelteile,,42717
,,,,Dosen & Büchsen,,42718
,,,,Kaffee- & Teegeschirr,,42709
,,,,Leuchter & Kandelaber,,42710
,,,,Serviettenringe & -halter,,42711
,,,,Schalen & Aufbewahrung,,60945
,,,,Tafelsilber,,42712
,,,,Trink- & Gießgefäße,,42713
,,,,Zier- & Vitrinenobjekte,,42714
,,,,Sonstige,,42715
,Technik & Photographica,,,,,7474
,,Antike Bürotechnik,,,,19343
,,,Bleistiftanspitzer,,,23090
,,,Füllhalter & Schreibgeräte,,,19345
,,,Historische Datenverarbeitung,,,23091
,,,Rechenmasch. & Rechenschieber,,,19346
,,,Registrierkassen & Tresore,,,19348
,,,Schreibmaschinen,,,19344
,,,Stech- & Stempeluhren,,,23093
,,,Telephone & Telegraphen,,,19347
,,,Vervielfältiger & Kopierer,,,19349
,,,Sonst. Büromöbel & -geräte,,,19350
,,Film & Bildprojektion,,,,44557
,,,Filmkameras & -Zubehör,,,33172
,,,Filmprojektoren & Filme,,,33173
,,,Laterna Magicas & Zubehör,,,33188
,,,Literatur & Prospekte,,,44558
,,,Projektionsgeräte,,,44559
,,,Vor-Kino-Apparate,,,33192
,,,Sonstige,,,37091
,,Photographica,,,,33751
,,,Klassische Kameras,,,33186
,,,Kleinbildkameras,,,33187
,,,Literatur & Prospekte,,,33189
,,,Miniatur- & Boxkameras,,,33190
,,,Objektive,,,33191
,,,Plattenkameras,,,33193
,,,Rollfilmkameras,,,33194
,,,Stereo-Betrachter & -Bilder,,,33195
,,,Stereokameras,,,33196
,,,Viewmaster,,,34424
,,,Zubehör,,,33197
,,,Sonstige,,,26510
,,Wissenschaftliche Instrumente,,,,19362
,,,"Astronom. Instrumente, Globen",,,19364
,,,Kompasse & Sonnenuhren,,,25768
,,,Laborgeräte,,,14023
,,,Vermessungsinstrumente,,,19366
,,,Wettergeräte,,,31075
,,,,Barometer,,25772
,,,,Thermometer,,25773
,,,,Sonstige,,25774
,,,Zirkel & Zeichengeräte,,,19363
,,,Sonstige,,,7476
,,Sonstige,,,,7477
,Teppiche & Flachgewebe,,,,,37978
,,Asiatische Teppiche,,,,30630
,,Gobelins,,,,86169
,,Kaukasische Teppiche,,,,30632
,,Persische Teppiche,,,,30633
,,Turkmenische Teppiche,,,,30634
,,Türkische Teppiche,,,,30635
,,Sonstige,,,,7497
Auto & Motorrad: Fahrzeuge,,,,,,9800
,Automobile,,,,,9801
,,Alfa Romeo,,,,9834
,,Aston Martin,,,,116503
,,Audi,,,,9835
,,Bentley,,,,138526
,,BMW,,,,9837
,,Bugatti,,,,162295
,,Cadillac,,,,138527
,,Chevrolet,,,,5346
,,Chrysler,,,,18306
,,Citroën,,,,18174
,,Dacia,,,,128630
,,Daewoo,,,,18179
,,Daihatsu,,,,30164
,,Dodge,,,,6191
,,Ferrari,,,,18180
,,Fiat,,,,9843
,,Ford,,,,9844
,,Honda,,,,18206
,,Hummer,,,,116504
,,Hyundai,,,,18183
,,Isuzu,,,,52636
,,Jaguar,,,,18185
,,Jeep,,,,116505
,,Kia,,,,50541
,,Lada,,,,116507
,,Lamborghini,,,,116506
,,Lancia,,,,18186
,,Land Rover,,,,29748
,,Lexus,,,,50175
,,Lotus,,,,43114
,,Maserati,,,,18187
,,Mazda,,,,18211
,,McLaren,,,,179666
,,Mercedes-Benz,,,,9855
,,Mini,,,,38708
,,Mitsubishi,,,,18230
,,Nissan,,,,18238
,,Perodua,,,,121975
,,Opel,,,,9858
,,Peugeot,,,,9859
,,Pontiac,,,,96358
,,Porsche,,,,9860
,,Proton,,,,108779
,,Reliant,,,,121976
,,Renault,,,,9861
,,Rolls Royce,,,,121977
,,Rover,,,,18262
,,Saab,,,,18263
,,Seat,,,,18270
,,Skoda,,,,18275
,,Smart,,,,18276
,,Ssangyong,,,,121978
,,Subaru,,,,18277
,,Suzuki,,,,18283
,,Tesla,,,,180041
,,Toyota,,,,18290
,,Trabant,,,,150036
,,Volkswagen,,,,9873
,,Volvo,,,,9872
,,Wartburg,,,,150033
,,Sonstige Marken,,,,18308
,,Oldtimer,,,,29750
,,US-Cars,,,,150034
,,Unfall-/ Bastlerautos,,,,168693
,Motorräder,,,,,9804
,,Aprilia,,,,9913
,,BMW,,,,9915
,,Ducati,,,,9919
,,Harley-Davidson,,,,9805
,,Hercules,,,,150037
,,Honda,,,,9806
,,Kawasaki,,,,9807
,,Kreidler,,,,150038
,,KTM,,,,9926
,,Moto Guzzi,,,,117906
,,Piaggio,,,,9936
,,Simson,,,,150039
,,Suzuki,,,,9808
,,Triumph,,,,36093
,,Yamaha,,,,9809
,,Zündapp,,,,150040
,,Sonstige Marken,,,,424
,,Old- & Youngtimer,,,,150041
,,Quads,,,,18449
,,Roller,,,,9939
,,Unfall-/ Bastlermotorräder,,,,35576
,Nutzfahrzeuge,,,,,45642
,Pkw-Anhänger,,,,,28572
,,"Anhänger bis 0,75 t",,,,28573
,,"Anhänger bis 3,5 t",,,,91028
,,Autotransportanhänger,,,,96354
,,Bootsanhänger / -trailer,,,,27716
,,Motorradtransportanhänger,,,,96355
,,Pferdeanhänger,,,,28576
,Wohnwagen & Wohnmobile,,,,,44794
,Fahrzeuge mit Leasingvertrag,,,,,139839
,Golfwagen,,,,,181476
Auto & Motorrad: Teile,,,,,,131090
,Auto-Ersatz- & -Reparaturteile,,,,,9884
,,Abgassysteme,,,,33605
,,,Abgasrückführungsventil,,,33607
,,,Bypass Ventil,,,33606
,,,Lambdasonden,,,63276
,,,Partikelfilter,,,174028
,,,Sekundärluftpumpe,,,33610
,,,Sonstige,,,46097
,,Antriebsteile & Getriebe,,,,33726
,,,Achsträger & Teile,,,174096
,,,Antriebswellen,,,174102
,,,Antriebswellengelenk & Teile,,,33729
,,,Differential & Teile,,,33731
,,,Geschwindigkeitssensoren,,,174106
,,,Getriebe & Teile,,,174105
,,,Kardanwellen & Teile,,,174097
,,,Kupplungsdeckel,,,180133
,,,Kupplungsdruckplatten,,,61262
,,,Kupplungsgeberzylinder,,,174101
,,,Kupplungsnehmerzylinder,,,174098
,,,Kupplungssätze,,,174100
,,,Kupplungsscheiben,,,61264
,,,Kupplungszüge & -seile,,,61265
,,,Andere Kupplungsteile,,,174099
,,,Schaltgestänge,,,174104
,,,Schwungscheiben & Teile,,,174103
,,,Sonstige,,,46104
,,Auspuffanlagen & Teile,,,,61409
,,,Abgaskrümmer,,,61410
,,,Auspuffdichtungen,,,174042
,,,End- & Zwischenrohre,,,174045
,,,"Hitzeschilder, Hüllen, Muffen",,,174044
,,,Hosen- & Vorderrohre,,,61433
,,,Katalysatoren & Teile,,,33629
,,,Komplette Auspuffanlagen,,,61455
,,,Schalldämpfer,,,61485
,,,"Schellen, Klemmen & Flansche",,,174041
,,,Sonstige,,,61493
,,Autoelektrik,,,,38726
,,,Anlasser,,,174025
,,,Batterien,,,61504
,,,Hupen,,,174024
,,,Kabel & Drähte,,,174027
,,,Kabelbäume,,,174022
,,,Lichtmaschinen & Teile,,,61513
,,,Lichtmaschinenregler,,,61521
,,,Relais,,,61522
,,,Schalter,,,174026
,,,Steuergeräte,,,61525
,,,Sicherungen & Sicherungsboxen,,,174023
,,,Tempomaten,,,38728
,,,Sonstige,,,15329
,,Bremsenteile,,,,33559
,,,ABS-Teile,,,174018
,,,Bremsbacken,,,61739
,,,Bremsbeläge,,,57357
,,,Bremsbelagfühler,,,174020
,,,Bremsenkomplettsätze,,,173511
,,,Bremskraftverstärker & -regler,,,174021
,,,Bremssättel & Teile,,,63717
,,,Bremsscheiben,,,57364
,,,Bremsschläuche & -leitungen,,,63279
,,,Bremstrommeln,,,33565
,,,Handbremsseile,,,174019
,,,Hauptbremszylinder,,,63718
,,,Radbremszylinder,,,63720
,,,Sonstige,,,63282
,,Federung & Lenkung,,,,33579
,,,Blattfeder,,,33584
,,,Domstrebe,,,33591
,,,Federbeine,,,174090
,,,Federn,,,33582
,,,Hilfsrahmen & Teile,,,174094
,,,Höhensensor,,,174091
,,,Lenkgetriebe & -gehäuse,,,33589
,,,Lenkhebel/Lenkstockhebel,,,33587
,,,Lenksäule,,,174093
,,,Luftfederung,,,174088
,,,Querlenker & Teile,,,33583
,,,"Radlager, -naben & Büchse",,,174089
,,,Servopumpen & Teile,,,33588
,,,Spurstangen & -köpfe,,,174095
,,,Stabilisatoren & Zubehör,,,33592
,,,Stoßdämpfer,,,174092
,,,Traggelenke,,,33580
,,,Sonstige,,,42609
,,Innenausstattung,,,,23022
,,,"Airbags, Sensor & Zubehör",,,174073
,,,Armaturen & Cockpit-Dekors,,,108815
,,,Armaturenbretter,,,174074
,,,Arm- & Kopflehnen,,,174081
,,,Becherhalter,,,63691
,,,Dachhimmel,,,174080
,,,Fensterteile,,,33706
,,,Fußmatten,,,36678
,,,Gurte,,,72229
,,,Handbremshebel,,,174078
,,,Handschuhfächer,,,33698
,,,Innenraumbeleuchtung,,,174082
,,,Kofferraumabdeckungen,,,174084
,,,Lautsprecherabdeckungen,,,174086
,,,Lenkräder,,,53934
,,,Regensensoren,,,174085
,,,Schalter,,,174083
,,,Schaltknäufe,,,174077
,,,Schaltmanschette,,,174079
,,,Sitze,,,174075
,,,Sonnenblende,,,46102
,,,Spiegel,,,33699
,,,"Trittbretter, Pedalen, Leisten",,,33700
,,,"Türgriffe, innen",,,53965
,,,Türverkleidung,,,174076
,,,Sonstige,,,9887
,,Inspektionspakete & -kits,,,,174087
,,Instrumente,,,,180497
,,,Drehzahlmesser,,,33679
,,,Instrumentenbeleuchtung,,,174066
,,,Instrumentenrahmen & -halter,,,43951
,,,Kombiinstrument,,,33675
,,,Ladedruckanzeiger,,,38660
,,,Öldruckanzeiger,,,33676
,,,Tachometer,,,33678
,,,Tankanzeige,,,33674
,,,Temperaturanzeiger,,,174068
,,,Uhren,,,33673
,,,Unterdruckmesser,,,33680
,,,Voltmeter,,,33681
,,,Sonstige,,,174069
,,Karosserieteile,,,,14768
,,,Abdeckungen,,,64879
,,,Außenspiegel & Zubehör,,,36682
,,,Einstiegsleisten,,,174054
,,,Embleme,,,64901
,,,Fahrzeugantennen,,,38754
,,,Front- & Kühlergrills,,,174051
,,,Frontschutzbügel,,,119729
,,,Kofferraum- & Heckklappen,,,174047
,,,Kotflügel & Seitenwände,,,174058
,,,Laderaumabdeckungen,,,180352
,,,Motorhauben & Teile,,,174046
,,,Nummernschilder & -rahmen,,,52638
,,,Schiebedächer,,,174053
,,,Schlösser & Verriegelung,,,65056
,,,Schmutzfänger,,,174052
,,,Spoiler,,,174055
,,,"Stoßstangen, Zierleisten",,,174049
,,,Tankdeckel,,,43119
,,,Trennwände,,,174048
,,,Türen,,,174050
,,,"Türgriffe, außen",,,179851
,,,Wind- & Regenabweiser,,,174056
,,,Fenster & Windschutzscheibe,,,174057
,,,Sonstige,,,14769
,,Klimaanlage & Heizung,,,,61862
,,,Außentemperatur-Sensor,,,173863
,,,Gebläse & Ventilatoren,,,33546
,,,Heizungsteile,,,33548
,,,Innenraum- / Pollenfilter,,,61117
,,,Klimabedienteile,,,33545
,,,Klimakompressoren & Kupplungen,,,33543
,,,Klimaleitungen & -schläuche,,,33544
,,,Kondensatoren,,,61864
,,,Sonstige,,,61865
,,Kühlung,,,,33599
,,,Ausgleichsbehälter,,,174030
